adult,banknote,boston,breast_cancer,Demographics,digits5,gdp,GenderRecognition,IBM_HR,insurance,iris,liver,load_diabetes,load_wine,magic,make_friedman1,make_friedman2,make_friedman3,mobile_prices,red_wine_quality,suicide_rates_cleaned,telco_churn,tic-tac-toe,titanic,used_cars,videogamesales,wage,who_life_expectancy,world_happiness_indicator
0.780048557,0.849875824,19.96121771,0.516360395,4.257495861,0.158833346,0.212498819,0.531059414,0.979210813,21479222.89,0.604490068,0.85939464,2734.885176,0.529647886,0.881051159,4.918100511,25827.17528,0.041027892,0.23447343,0.449154838,196.6708014,0.942389609,0.857496093,0.880410137,15959323.48,2.391260573,721725117.7,18.69421159,1.15018211
0.778736513,0.845595613,20.30375507,0.516233964,4.249547414,0.153267071,0.21692786,0.531786915,0.97894133,34987879.55,0.621202126,0.84615879,2714.867319,0.527738343,0.879418736,4.892778724,25798.70018,0.040308141,0.226389671,0.436850669,196.8117837,0.941916204,0.858788637,0.879247303,12862385.03,2.391871491,723014075,18.75469178,1.140951589
0.778706367,0.848405387,19.48090077,0.521924914,4.310533997,0.14921802,0.221215143,0.531706281,0.979333692,21131087.04,0.597652574,0.847881096,2778.046968,0.510875095,0.879524151,4.584346769,26880.21507,0.041206834,0.228360126,0.428311579,194.9068264,0.941268881,0.854699581,0.878189058,13534784.51,2.392711,722213115.8,17.76958154,1.146209566
0.778780765,0.847418003,18.34704924,0.515834121,4.239197918,0.151278276,0.215742365,0.52838882,0.978847586,21029756.96,0.597468517,0.846815471,2706.15833,0.509497607,0.880821352,4.861566568,23876.71734,0.043521997,0.229767976,0.435352252,194.3472606,0.942106719,0.854763649,0.878779979,15476399.96,2.392075009,720959710.9,17.84699604,1.152310706
0.778740526,0.846182724,18.38796409,0.513171594,4.331328245,0.148951711,0.209744004,0.529095527,0.979444281,21377393.79,0.60254313,0.861620636,2662.279928,0.532090984,0.875800791,4.876455013,26980.5902,0.036634432,0.229796755,0.441036166,195.585797,0.944161342,0.852576769,0.880238037,14190125.41,2.391290748,717899279.1,16.16419703,1.142711931
0.778874087,0.84618803,19.6581188,0.517888932,4.262349662,0.14922124,0.219642335,0.530057943,0.979575439,34123706.41,0.603600183,0.841280572,2711.64256,0.52936186,0.877693777,4.875829638,23964.5953,0.036360982,0.226052167,0.430434657,195.3937806,0.94080904,0.846046141,0.877726457,13474902.23,2.392071109,715811276.2,16.63052089,1.140951589
0.778691648,0.84711713,16.71067722,0.515645811,4.328262568,0.149221276,0.218226862,0.528765897,0.9793619,20562554.66,0.600188678,0.845378183,2634.888461,0.52204169,0.875367122,4.40552367,25726.49654,0.037092174,0.227879343,0.43196379,195.4698946,0.944188284,0.848579918,0.882285728,13447399.99,2.392543759,719988992.5,16.16510304,1.154533775
0.779276715,0.850937125,18.63280889,0.51625609,4.25104851,0.144998529,0.209744004,0.528918421,0.979343936,21163427.45,0.607436467,0.839714702,2535.742925,0.513806452,0.873111863,3.876682415,23300.17388,0.043591796,0.221877453,0.428341607,194.422377,0.942662995,0.842828273,0.883617323,13209209.34,2.393888601,713850790.4,16.1585228,1.14620973
0.778930382,0.8512937,18.46674309,0.514601002,4.233986673,0.139521846,0.209744004,0.528394922,0.979580138,32597296.89,0.621714005,0.845860064,2707.681233,0.507659525,0.875607663,4.268925866,23299.43416,0.042661484,0.220403276,0.430929262,194.64484,0.943358388,0.845385918,0.882544368,12950025.62,2.39089593,706503823.2,16.22733759,1.150182209
0.779196641,0.849706493,17.95191217,0.513691585,4.259576218,0.138759901,0.214657751,0.527345082,0.979184959,34265420.77,0.594945877,0.843526546,2672.087678,0.522815114,0.874054788,4.748960028,22943.31813,0.039464914,0.226662848,0.430536286,195.8617292,0.942615147,0.847885471,0.880141312,13657664.27,2.390972398,718740739.8,16.08660893,1.148148798
0.776786531,0.846346315,18.25287199,0.516092843,4.263323961,0.150671449,0.209744004,0.528741249,0.979217946,35248535.12,0.596747394,0.83428043,2643.340749,0.518231943,0.873904856,3.799360203,22310.52156,0.038854702,0.217616962,0.439189692,194.6151365,0.944011541,0.83206251,0.882357142,12715692.19,2.3905243,715274110.2,16.05110103,1.156849398
0.778650412,0.851560368,17.26074773,0.513114975,4.310059821,0.140825953,0.21692786,0.528401208,0.979592887,34487641.97,0.595078949,0.834494569,2547.059004,0.514840198,0.873944663,4.338446386,23774.41217,0.039259814,0.223870648,0.429936185,195.6323555,0.943008272,0.845124021,0.880817601,13053847.24,2.390864226,714530409.7,15.98709401,1.144373563
0.776318763,0.852021749,17.48183325,0.513845132,4.232398567,0.138988715,0.215742365,0.528691947,0.979451912,21103032.33,0.596898495,0.838729015,2635.420744,0.523653743,0.872787102,4.403190284,22235.78607,0.036095795,0.224004856,0.428158784,194.5335484,0.942776452,0.83183176,0.881261444,15803181.78,2.390559156,714599469.3,15.62901066,1.150182746
0.77650085,0.849464158,16.91810201,0.514508105,4.258129352,0.144245378,0.209744004,0.526675348,0.979621469,20095875.59,0.593949583,0.839496148,2685.154481,0.524859089,0.872605015,3.737537038,22211.44082,0.038531862,0.215866398,0.438488066,193.8918253,0.944167118,0.834168289,0.882923429,11348821.53,2.392777045,715498275.1,15.517939,1.154533622
0.776639252,0.849348494,17.52430078,0.513244523,4.293904265,0.137285115,0.215742365,0.526600223,0.979642011,32776771.7,0.612036204,0.835067106,2591.215118,0.526181488,0.87175485,4.459545887,24739.87395,0.042441663,0.221368866,0.429057483,193.8762257,0.942133483,0.841336229,0.884282352,13310678.96,2.393023881,700207357.7,15.95725012,1.154533775
0.776463648,0.851449639,16.78062754,0.512352574,4.269496286,0.135650733,0.209744004,0.52811779,0.97921637,20486107.09,0.595727391,0.832537909,2719.409707,0.523350627,0.870621171,3.437371758,21875.75869,0.035395686,0.218443192,0.428184541,192.931703,0.941960172,0.836911959,0.884263058,12273110.32,2.391430447,710752388.6,15.63613335,1.156849398
0.776504526,0.851129629,17.89724627,0.512167642,4.209417865,0.141230144,0.209744004,0.526621204,0.979555355,19525204.56,0.60433073,0.826009302,2622.154807,0.523609505,0.871184051,4.123124932,22285.93099,0.034992393,0.217702157,0.421480812,196.4113777,0.942703314,0.829981793,0.884214232,11997248.61,2.391308603,701970690,15.49420954,1.142619227
0.7768478,0.851465325,15.58406212,0.514130381,4.200100517,0.137839029,0.209744004,0.52645977,0.979531442,23836602.3,0.591197539,0.831235418,2699.573574,0.529626443,0.869646465,3.915011105,23858.78484,0.038072583,0.223619978,0.425115611,194.4672908,0.941737706,0.835692997,0.88379205,13269446.15,2.39079631,697753878.4,15.43833339,1.150182209
0.776464978,0.85079345,17.02730382,0.514934401,4.206698509,0.140947185,0.209744004,0.526254598,0.979642519,20319755.36,0.59316843,0.822543804,2702.193303,0.51194275,0.87016293,4.157097912,21860.53256,0.037553553,0.225071638,0.4304138,195.0993171,0.943209002,0.835397069,0.883158068,11810618.02,2.391453247,699989432.5,15.59853564,1.154533775
0.776433162,0.85054544,15.69454419,0.511272694,4.283574318,0.136533466,0.20404916,0.526378076,0.979698521,33338992.9,0.602451192,0.825545354,2602.462002,0.520394344,0.869033914,3.661827082,22504.50389,0.038571632,0.218807469,0.428347633,191.4693173,0.943470988,0.826261493,0.885221085,12825007.76,2.391057827,697020985.4,15.60849519,1.14620973
0.77675106,0.850011231,16.30881139,0.514308131,4.24883599,0.133699781,0.215100161,0.525683347,0.980137992,33510237.23,0.592024458,0.829183732,2532.626544,0.517130009,0.868382358,3.320697367,22306.42391,0.035100307,0.224269028,0.423548225,192.682803,0.940972954,0.829282548,0.885309256,11814423.95,2.400299693,691712064.6,15.39363093,1.142620489
0.776330328,0.853334303,18.29430321,0.516615271,4.198550907,0.136774044,0.213714307,0.526322662,0.97957424,32206121.84,0.59706759,0.832946771,2703.940822,0.527587617,0.870551094,3.340440643,21879.54695,0.035551621,0.21616067,0.420184962,193.9671631,0.941943021,0.82561402,0.88407506,11801811.54,2.391305039,699526802.1,15.32466156,1.142619714
0.776356719,0.852863522,16.38816352,0.512253192,4.176695375,0.132564903,0.21692786,0.526347643,0.979622598,33437772.2,0.595737487,0.828541414,2668.018407,0.515217165,0.869320823,4.024417613,22186.79926,0.037188447,0.219936667,0.421424584,194.1573767,0.943043049,0.826872279,0.883881045,11280864.3,2.391954831,690933762.9,15.48279595,1.148148798
0.776933645,0.852433837,16.19517857,0.511626292,4.174482765,0.136982556,0.214657751,0.526233254,0.979721768,32407105.04,0.595400334,0.825707385,2643.109888,0.520389504,0.867621938,3.39148442,22105.54058,0.034618084,0.21581295,0.429748894,195.5176286,0.941843441,0.829083147,0.883042463,12936666.23,2.391552876,689614309.5,15.65579243,1.146210465
0.776313537,0.850610127,16.29726621,0.510892817,4.167504764,0.137847214,0.209744004,0.525771141,0.979790293,21151935.52,0.586339328,0.825157778,2601.118629,0.527668354,0.869198447,3.311124986,21358.88558,0.036229556,0.21444239,0.421561177,193.9750328,0.940852289,0.818298971,0.883441149,13198895.59,2.39117186,686751705,15.3704552,1.156849398
0.776449259,0.853025369,15.26376318,0.513907274,4.164392924,0.132907427,0.211436847,0.525595447,0.97993631,29029253.51,0.608155502,0.833330942,2552.568195,0.505871185,0.869643987,3.25852689,21395.84234,0.036309255,0.21926598,0.422262851,194.1108314,0.941938007,0.821868129,0.883952255,13956251.61,2.391437402,684074029.9,15.31358785,1.148148798
0.776489505,0.851046395,17.30252914,0.513047302,4.165374689,0.136926565,0.21692786,0.525511996,0.979862703,20538098.85,0.600606024,0.834550851,2590.282402,0.502500543,0.868601228,3.321593279,21854.11882,0.031076407,0.218636268,0.425233847,193.4239809,0.943181023,0.825275943,0.885094453,11660438.87,2.391087449,691917442.7,15.1793081,1.15018211
0.776428673,0.851045391,15.27964276,0.514069523,4.186089234,0.138235019,0.214657751,0.525268356,0.979575525,19057263.9,0.601931671,0.810729695,2483.560437,0.522893482,0.86845989,3.574434109,22929.87557,0.029702798,0.215138888,0.428579034,193.5123033,0.943220277,0.825840625,0.884630374,11538604.04,2.39166043,686665229.2,15.36642654,1.148148565
0.776469303,0.853856572,15.31585451,0.509785558,4.178724141,0.131961096,0.211436847,0.525274204,0.979782235,34095015.76,0.599916814,0.814909937,2708.282813,0.519975978,0.867713208,3.802780282,21334.99104,0.029836959,0.215592132,0.434504201,191.0232762,0.94191681,0.817177434,0.885281502,11293995.04,2.392206913,688810617.7,15.24489707,1.146210465
0.776443711,0.851542666,15.17711672,0.50984307,4.206310333,0.139171271,0.209744004,0.526296751,0.979841304,19935548.4,0.61102511,0.814293169,2561.042608,0.529389088,0.866451288,3.355224545,21860.95262,0.037633078,0.217151995,0.425714154,193.4693823,0.942157896,0.826554637,0.884712728,11492134.86,2.390952778,684094210,15.19264331,1.140951589
