,titanic,tic-tac-toe,iris,breast_cancer,load_wine,IBM_HR,telco_churn,GenderRecognition,banknote,liver,magic,adult,digits5,insurance,make_friedman1,make_friedman2,make_friedman3,wage,Demographics,gdp,used_cars,load_diabetes,boston,world_happiness_indicator,who_life_expectancy,mobile_prices,suicide_rates_cleaned,videogamesales,red_wine_quality
0,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156
1,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156,0.36787968862663156
2,0.862318255,0.910961644,0.849231977,0.597177745,0.658815408,0.978601578,0.933682385,0.549397662,0.842283402,0.956385707,0.907714702,0.827950671,0.321278872,0.17044548954812866,0.08041888608268946,0.24363212672137816,0.03641138637459341,0.5054798756548529,0.1876838444942266,0.0049597697186803775,0.2767488108697168,0.146904621985148,0.10296377314484438,0.36787968862663156,0.007328317989152999,0.12081428571428572,0.4848802449528926,0.8922812192626536,0.019012270381236252
3,0.862318255,0.910961644,0.849231977,0.597177745,0.658815408,0.978601578,0.933682385,0.549397662,0.842283402,0.956385707,0.907714702,0.827950671,0.321278872,0.17044548954812866,0.08041888608268946,0.24363212672137816,0.03641138637459341,0.5054798756548529,0.1876838444942266,0.0049597697186803775,0.2767488108697168,0.146904621985148,0.10296377314484438,0.03883944207916268,0.007328317989152999,0.12081428571428572,0.4848802449528926,0.8922812192626536,0.019012270381236252
4,0.870380817,0.911488092,0.855694695,0.567501601,0.591876513,0.979263561,0.935938095,0.559343756,0.853158884,0.945443398,0.904730165,0.825268614,0.276684714,0.17044548954812866,0.07797917213525496,0.24233395212771863,0.034213443622884455,0.44918819786278913,0.1674668962090364,0.0049597697186803775,0.14345851585005737,0.11812599470419281,0.058826114347957544,0.03883944207916268,0.0053596635069841116,0.11854084742857142,0.4427626368433496,0.8885532464730478,0.016431725492939
5,0.870380817,0.911488092,0.855694695,0.567501601,0.591876513,0.979263561,0.935938095,0.559343756,0.853158884,0.945443398,0.904730165,0.825268614,0.276684714,0.17044548954812866,0.07797917213525496,0.24233395212771863,0.034213443622884455,0.44918819786278913,0.1674668962090364,0.00506294397965613,0.14345851585005737,0.11812599470419281,0.058826114347957544,0.03845115700633693,0.0053596635069841116,0.11854084742857142,0.4427626368433496,0.8885532464730478,0.016431725492939
6,0.870380817,0.911488092,0.855697773,0.55654033,0.579566542,0.979263561,0.936727252,0.559343756,0.838817028,0.937385031,0.901735377,0.825268614,0.276684714,0.17044548954812866,0.05982413191671786,0.24208797574642021,0.02921980417497258,0.44657437873525285,0.15908289980201135,0.00506294397965613,0.14139789642421086,0.11478886115415385,0.05773986216705783,0.03845115700633693,0.004999719726583418,0.11854084742857142,0.4427626368433496,0.8885532464730478,0.014981541819944438
7,0.865242171,0.90031335,0.855697773,0.55654033,0.579566542,0.97771579,0.936727252,0.543410751,0.838817028,0.937385031,0.901735377,0.790406346,0.212146842,0.17044548954812866,0.05982413191671786,0.24208797574642021,0.02921980417497258,0.44657437873525285,0.15908289980201135,0.00506294397965613,0.14139789642421086,0.11478886115415385,0.05773986216705783,0.038794602648627864,0.004999719726583418,0.11854084742857142,0.4271604970707374,0.8881027983044049,0.014981541819944438
8,0.865242171,0.90031335,0.855697773,0.55654033,0.569323678,0.97771579,0.936727252,0.543410751,0.838817028,0.932686698,0.901735377,0.790406346,0.212146842,0.07934313639943537,0.05287956789337567,0.1369230396059632,0.02921980417497258,0.42233729698910877,0.15908289980201135,0.00506294397965613,0.13168833259734167,0.11222315693093125,0.056654648495322556,0.038794602648627864,0.004999719726583418,0.11854084742857142,0.4271604970707374,0.8881027983044049,0.014927806331982868
9,0.869413369,0.903041839,0.61324208,0.554223627,0.569323678,0.97771579,0.940309613,0.543410751,0.838056567,0.932686698,0.901734902,0.790406346,0.204958458,0.07934313639943537,0.05287956789337567,0.1369230396059632,0.028317563013693408,0.42233729698910877,0.15911101383907625,0.00506294397965613,0.13168833259734167,0.11222315693093125,0.056654648495322556,0.038794602648627864,0.004999719726583418,0.11185073028571428,0.42107759038450027,0.8881027983044049,0.014927806331982868
