dataset,mwg_boosting_,gpe_boosting_,xgb_keep_,orth_fc_Newton-CG,mwg_boosting_,gpe_boosting_,xgb_keep_,orth_fc_Newton-CG,mwg_boosting_,gpe_boosting_,xgb_keep_,orth_fc_Newton-CG,mwg_boosting_,gpe_boosting_,xgb_keep_,orth_fc_Newton-CG
titanic,0.6701061962540751,0.6118282572937578,0.6271520305383194,0.6095025343760185,0.724370047177094,0.6903799959890116,0.6811907810282867,0.7163270331301919,33.4,41.6,37.4,41.8,21.048889638092362,20.44702555249962,20.815910092697948,20.370753671931947,1.6701822,1.6743430000000004,1.6212655999999999,1.7497678,
tic-tac-toe,0.8025141146166129,0.6351372504701496,0.6681196468981964,0.6273703888919229,0.8505754186780787,0.7192877625452028,0.7397052827573534,0.7199766253827009,27.8,43.8,41.2,45.8,22.553968378428458,22.117593047658048,22.307734062326315,22.045073979798243,1.8212212,1.8500680000000003,1.7822451999999998,2.0658608000000003,
iris,0.2903016493274524,0.22036509226382725,0.31831702965128117,0.2177602761665564,0.41164950224126295,0.42348306061757224,0.4083036837908895,0.4277608764901273,31.8,43.0,28.2,36.6,10.755070319343721,9.481043457305596,11.082958403026655,8.862908029985007,0.419845,0.41618640000000007,0.37791719999999995,0.4305123999999999,
breast_cancer,0.2719944165608358,0.25412899343025164,0.28934184750207936,0.2483724675388308,0.22270375293239572,0.25588781636045255,0.27893313204034287,0.2797946816177995,31.6,43.4,40.8,48.8,10.413161735783506,10.872925787040598,11.727716264331976,10.764485782605417,3.5273900000000005,3.5519773999999997,3.5104088000000004,3.4907045999999995,
load_wine,0.20337040637959808,0.18205276360406017,0.22718680448926634,0.16587299276359863,0.32314622399494586,0.4177380909961876,0.32667546872185976,0.40181539123046256,29.6,43.4,34.6,37.0,8.554304869079475,9.749253500854056,10.586456581844146,9.162234727945023,0.8668442000000001,0.8818201999999999,0.8336056,0.8279082000000001,
IBM_HR,0.5871492884950891,0.5757076192980651,0.5880190116866045,0.5691654952825698,0.6059385983152414,0.6197237788980794,0.6261400435879947,0.6082029265116803,17.2,23.0,22.8,22.6,6.451203482805062,6.419842652138841,6.563937450679397,6.347185170822989,4.8876814,4.7203684,4.6407196,5.2318456,
telco_churn,0.6953952500598463,0.6782924583309307,0.6790654443496429,0.6681649799604733,0.6799171397685873,0.6731142703045379,0.6663834583055573,0.6528643679113946,29.0,47.0,30.0,36.0,20.580342787071793,21.238868035634283,21.07905345742237,20.80725795391716,23.225916,23.32219,22.942226,38.258003,
GenderRecognition,0.9975442708576521,0.9967361469515621,0.9972285709157628,0.9968626792532731,1.0009612648020987,0.9985227473151832,1.0003525321258582,0.9985547179633809,16.0,20.0,19.0,20.0,15.965534176307607,19.944082304549646,18.9551837073391,19.946145297435407,6.609032,6.634215,6.509068,8.440695,
banknote,0.3333328133921127,0.25678777976844497,0.32485072006086757,0.23369139534123962,0.3508743123387711,0.270799438926478,0.3409175164169794,0.25058036868706923,31.2,42.2,34.2,41.6,11.808202666712122,10.900253581000266,12.190934917047475,10.691229882632568,2.8595804,2.8801803999999995,2.7916334000000003,3.043005,
liver,0.8255625114161103,0.7585280514379049,0.7600136044563375,0.7598539914905703,0.8922447799945287,1.0009213123859804,0.935049480164086,0.95443047633385,34.0,54.5,51.5,53.5,25.635354693732513,25.873847002473703,25.793044104598522,25.874708559151003,1.2127195,1.2343130000000002,1.1847805,1.35148,
magic,0.7275648697083666,0.7043326024989914,0.710572275592863,0.7041737331520886,0.7097835870318391,0.6875583939885261,0.6934128126881318,0.683884819793822,27.0,41.0,38.0,42.0,20.246995861440112,21.96628840856979,22.09909029722723,21.98710518097562,39.787736,39.996578,39.256714,146.051569,
adult,0.6198601561327395,0.5870831496829368,0.5827292755035215,0.5745407325209568,0.625617555818587,0.6021453695986352,0.594319406551208,0.5863465431867918,26.0,36.0,30.0,23.0,15.792752740917742,15.894153669343742,15.643209191685047,14.164958416343554,56.315877,56.536252,55.310309,358.469427,
digits5,0.40814153418276006,0.3457023618806624,0.3978048236634032,0.3457338926966843,0.38991557634562624,0.3342303896094667,0.38160194038264267,0.3332861844185078,16.0,24.0,22.0,25.0,7.179273781291737,8.003989334937526,8.69316711832294,8.015027745677827,33.551468,33.662552,33.422883,39.722156,
insurance,0.18325283196411735,0.12787269311388316,0.12787269348558744,0.11858686598326033,0.16979881308874173,0.11924228916207558,0.11924229268987721,0.11406342356828421,23.2,35.2,35.2,28.6,5.095287664981748,5.700817074438032,5.700817073237994,4.9562206647860325,2.864459,2.8782553999999996,2.8391507999999996,2.7698583999999995,
