titanic,100.4,100.2,104.4,102.8,0.6131297186908476,0.5770526532103337,0.5688657517676742,0.5451932676046162,0.07638083936389173,22.59999999999995,0.6472353762786033,0.5708545369147116,0.1757537397642318,2.4,1,0.8242462602357682,0.1757537397642318,2.4,1,0.8242462602357682,2.12701815494043e-07,2.4,0.8242462602357682,0.8242460475339527,0.047182615629610014,10.999999999999993,0.6723362220225282,0.6251536063929182,0.021347470088531995,4.400000000000001,0.8242462602357682,0.8028987901472362,
tic-tac-toe,93.66666666666667,105.66666666666667,101.0,102.66666666666667,0.6242684719193836,0.4804318622636923,0.4578108853928326,0.33926501755752414,0.18897650934258636,23.999999999999947,0.7488119957078839,0.5598354863652976,0.06186823817211151,6.200000000000003,0.8252353236842875,0.763367085512176,0.10785904066293506,23.999999999999947,0.6676945270282326,0.5598354863652976,0.06841504010052146,1.4,1,0.9315849598994785,0.034913256806974324,9.999999999999996,0.763367085512176,0.7284538287052017,0.002563341019419907,27.399999999999935,0.5598354863652976,0.5572721453458777,
iris,101.0,104.0,103.2,101.4,0.14937861991980936,0.12883617248836718,0.16635402980145564,0.12791449771192698,0.3970635692822109,5.8000000000000025,0.7994143942709633,0.40235082498875235,0.22764395788160885,2.4,1,0.7723560421183912,0.32650039324412167,5.8000000000000025,0.728851218232874,0.40235082498875235,0.027860473051494417,7.200000000000004,0.40235082498875235,0.37449035193725794,0.2963456414357141,5.000000000000002,0.7723560421183912,0.476010400682677,0.04350482388551713,3.600000000000001,0.7723560421183912,0.728851218232874,
breast_cancer,101.0,104.0,102.0,101.0,0.19383232018047927,0.19904739279859374,0.20727807798768297,0.18457599907773606,0.01120422073156671,27.399999999999935,0.1937475841314328,0.1825433633998661,0.03942624778078141,27.399999999999935,0.2219696111806475,0.1825433633998661,0.07968440755298134,9.399999999999999,0.402971776224864,0.3232873686718827,0.22803868339980243,7.200000000000004,0.5730551326862978,0.3450164492864954,0.0626188086435342,13.399999999999984,0.3232873686718827,0.2606685600283485,0.0355117284964751,20.39999999999996,0.26510652258993134,0.22959479409345623,
load_wine,102.0,100.0,103.0,100.0,0.08259978221405788,0.11681831558091073,0.0994529366111097,0.08328485286234728,0.18481019248187971,6.200000000000003,0.40446836364326016,0.21965817116138045,0.33407403627693366,6.200000000000003,0.5537322074383141,0.21965817116138045,0.32882094919724025,2.4,1,0.6711790508027597,0.2667106871594996,5.200000000000002,0.6711790508027597,0.40446836364326016,0.11744684336444566,4.200000000000001,0.6711790508027597,0.5537322074383141,0.053200596288613844,3.2000000000000006,0.6711790508027597,0.6179784545141459,
IBM_HR,59.6,84.8,94.6,102.2,0.5535847632485781,0.5328575265630574,0.5383922118072227,0.5317423038708511,0.02227127155214126,5.600000000000002,0.6022917497278701,0.5800204781757289,0.015117844693563032,5.600000000000002,0.5951383228692919,0.5800204781757289,0.04940847515631941,5.600000000000002,0.6294289533320483,0.5800204781757289,0.00035042730808698686,11.79999999999999,0.5714893095287816,0.5711388822206946,0.0053141204798158315,15.199999999999978,0.5636768347940783,0.5583627143142624,-0.0038233162673958487,21.999999999999954,0.5522276475769956,0.5560509638443915,
telco_churn,100.0,102.0,103.0,106.0,0.6517517846465029,0.6580462971573293,0.6650209010648264,0.6449236594430525,0.06176818547148166,2.4,0.8340345227392489,0.7722663372677673,0.031317290789241725,15.399999999999977,0.6773664827555012,0.6460491919662594,0.026979690909130216,15.399999999999977,0.6730288828753896,0.6460491919662594,0.16596547726075106,1.4,1,0.8340345227392489,0.035387707227880205,8.200000000000003,0.725457306592612,0.6900695993647318,0.008897331908804151,12.399999999999988,0.6819262147841938,0.6730288828753896,
GenderRecognition,49.0,59.0,59.0,42.0,0.994990788579976,0.9946978144908156,0.9950336460785522,0.9952946188029945,0.0016282782448326927,2.4,0.9998202498187855,0.9981919715739528,-3.9994861588787955e-05,2.4,0.998151976712364,0.9981919715739528,0.0005264113840088847,24.399999999999945,0.9954978909331829,0.994971479549174,0.0002640592543668996,3.2000000000000006,0.9981919715739528,0.9979279123195859,0.00034398255601064687,29.399999999999928,0.9947562040582626,0.994412221502252,-0.00011161017039007515,11.399999999999991,0.9970195317731397,0.9971311419435298,
banknote,102.0,100.0,104.0,104.0,0.1894438674550378,0.16879431262216543,0.1771239777101974,0.138088678082734,0.14242278725949395,18.399999999999967,0.2812055397888761,0.13878275252938213,0.10805961336838363,18.399999999999967,0.24684236589776576,0.13878275252938213,0.12031349542064532,18.399999999999967,0.25909624795002745,0.13878275252938213,0.04143400977206857,8.200000000000003,0.4302277469274825,0.38879373715541393,0.0733518119706702,9.399999999999999,0.4302277469274825,0.3568759349568123,0.022944306997888464,9.399999999999999,0.4302277469274825,0.40728343992959404,
liver,102.0,104.0,108.0,100.0,0.7265458243615345,0.6779919042604529,0.6616031852182417,0.6382302034545303,0.06578941211921707,28.39999999999993,0.7846263721226182,0.7188369600034011,0.05799969608818756,4.200000000000001,1,0.9420003039118124,0.06310809882734036,14.39999999999998,0.8693224151343296,0.8062143163069893,0.062231680826549285,8.200000000000003,0.9420003039118124,0.8797686230852632,0.008208934864261441,19.399999999999963,0.8062143163069893,0.7980053814427278,0.03443218292575567,26.399999999999938,0.760456371955471,0.7260241890297153,
