dataset,mwg_boosting_,gpe_boosting_,xgb_keep_,orth_fc_Newton-CG,mwg_boosting_,gpe_boosting_,xgb_keep_,orth_fc_Newton-CG,mwg_boosting_,gpe_boosting_,xgb_keep_,orth_fc_Newton-CG,mwg_boosting_,gpe_boosting_,xgb_keep_,orth_fc_Newton-CG
titanic,0.6701061962540751,0.5901303876115521,0.6062292987474195,0.5940096769179379,0.724370047177094,0.6967930638888309,0.7031429412272656,0.7060952812311685,33.4,54.0,50.2,51.8,21.048889638092362,20.258092942278154,20.6850966901775,19.747940667246016,1.7000468000000002,10.880986400000001,9.5462082,24.4963394,
tic-tac-toe,0.8025141146166129,0.5397645161218194,0.593672688739209,0.5179364188701796,0.8505754186780787,0.5833655812165542,0.6388865101101647,0.5873966536359104,27.8,54.0,55.2,56.6,22.553968378428458,20.78498542103355,22.208747617123162,21.057219751649562,1.8859066000000002,7.484439999999999,6.2595296000000005,14.1527456,
iris,0.2903016493274524,0.19805794967876347,0.27825730776762836,0.21451796837097198,0.41164950224126295,0.40221466361195235,0.3884195725916297,0.5057540579430349,31.8,43.6,36.2,41.8,10.755070319343721,10.32058616722677,12.349827601189084,9.519662512279295,0.4166118,1.0013238000000002,0.8629624,2.00666,
breast_cancer,0.2719944165608358,0.22461617823277574,0.27953978625131054,0.21421657360352664,0.22270375293239572,0.2796206886595892,0.289522877668412,0.26180149799104036,31.6,61.4,47.8,61.2,10.413161735783506,10.839187548444913,11.95116603351548,10.734617986029006,3.6776207999999997,96.87681119999999,70.98669480000001,257.2153746,
load_wine,0.20337040637959808,0.1468561189885216,0.20154443867078758,0.13541392059940455,0.32314622399494586,0.3685668032384869,0.3337093362915561,0.31733986382004986,29.6,50.4,39.2,46.4,8.554304869079475,9.077355271067482,10.513927194453691,7.221632709772086,0.8949852,3.6970324,1.4411010000000002,30.5603928,
IBM_HR,0.5871492884950891,0.5751172282315031,0.5884136363114145,0.5681487766431806,0.6059385983152414,0.6080666844117468,0.6280634224287353,0.5988205634685655,17.2,27.8,26.0,28.6,6.451203482805062,6.4427061137959045,6.598290788306015,6.3581275209094,4.9138418,6.2108609999999995,5.976972399999999,6.7183828000000005,
telco_churn,0.6953952500598463,0.6772224489660232,0.6764123132768634,0.6647405355922625,0.6799171397685873,0.6700789754456629,0.6680827077510119,0.659977015457756,29.0,51.0,51.0,54.0,20.580342787071793,21.410659948684284,21.107410043792733,20.863637792025877,24.316429,1579.664932,1413.713065,4780.833669,
GenderRecognition,0.9975442708576521,0.9967361469515621,0.9972285709157628,0.9968626792532731,1.0009612648020987,0.9985227473151832,1.0003525321258582,0.9985547179633809,16.0,20.0,19.0,20.0,15.965534176307607,19.944082304549646,18.9551837073391,19.946145297435407,6.908108,8.916607,8.625307,9.422461,
banknote,0.3333328133921127,0.24643130378870173,0.3093574951891346,0.22172285493415758,0.3508743123387711,0.2604116511667621,0.3184472486166464,0.2374268155923191,31.2,47.2,34.8,46.4,11.808202666712122,10.624793669734139,11.832953614550183,10.11596038415601,2.9749436,4.5586076,3.9408402000000002,6.804647,
liver,0.8255625114161103,0.700329970285982,0.7248663209924093,0.693552849593347,0.8922447799945287,1.0037706814143885,0.9005210861919583,1.0615774033729306,34.0,58.5,56.5,64.5,25.635354693732513,25.05069039181535,25.25362576567424,25.283959607630965,1.252656,120.8861075,112.3799425,254.24253000000002,
