dataset,mwg_boosting_,gpe_boosting_,xgb_keep_,orth_fc_Newton-CG,mwg_boosting_,gpe_boosting_,xgb_keep_,orth_fc_Newton-CG,mwg_boosting_,gpe_boosting_,xgb_keep_,orth_fc_Newton-CG,mwg_boosting_,gpe_boosting_,xgb_keep_,orth_fc_Newton-CG
titanic,0.6701061962540751,0.5901303876115521,0.6062292987474195,0.5940096769179379,0.724370047177094,0.6967930638888309,0.7031429412272656,0.7060952812311685,33.4,54.0,50.2,51.8,21.048889638092362,20.258092942278154,20.6850966901775,19.747940667246016,10.1895554,30.994680400000004,40.695009600000006,72.2951368,
tic-tac-toe,0.8011994325410423,0.5364563124874457,0.5915995093824951,0.5152979767760458,0.8532460813026146,0.5867863203735373,0.6382981651326671,0.5975524237628974,27.333333333333332,54.0,57.0,56.666666666666664,22.165118977409,20.59869762118392,22.178967481282278,21.1064285456968,11.390463333333335,17.773066,26.047735333333332,58.80161466666667,
iris,0.2903016493274524,0.19805794967876347,0.27825730776762836,0.21451796837097198,0.41164950224126295,0.40221466361195235,0.3884195725916297,0.5057540579430349,31.8,43.6,36.2,41.8,10.755070319343721,10.32058616722677,12.349827601189084,9.519662512279295,2.8016183999999997,3.5823625999999997,3.6968912000000005,11.21735,
breast_cancer,0.26967628552235434,0.2280265432877207,0.2697919598332973,0.21496854255159104,0.24994114968806094,0.33596594608484326,0.3441025659681843,0.30692919127517154,31.0,63.0,51.0,66.0,10.424519493866365,11.659578044987843,12.109327757104221,11.5243718892907,20.016406,523.400045,1000.507347,2045.068047,
load_wine,0.20226181927771353,0.13839163244839964,0.18799451339653303,0.12754002629540645,0.3579684678731502,0.44021026254920875,0.3928648979014069,0.21999495591892154,27.0,47.0,35.0,44.0,7.583064851360338,7.9338494423953065,8.894602211309575,6.727117027323156,5.711803,18.750164,4.838089,953.039617,
IBM_HR,0.5871492884950891,0.5751172282315031,0.5884136363114145,0.5681487766431806,0.6059385983152414,0.6080666844117468,0.6280634224287353,0.5988205634685655,17.2,27.8,26.0,28.6,6.451203482805062,6.4427061137959045,6.598290788306015,6.3581275209094,27.044726400000002,20.5717112,20.690069799999996,28.5117222,
telco_churn,0.6953952500598463,0.6772224489660232,0.6764123132768634,0.6647405355922625,0.6799171397685873,0.6700789754456629,0.6680827077510119,0.659977015457756,29.0,51.0,51.0,54.0,20.580342787071793,21.410659948684284,21.107410043792733,20.863637792025877,132.212997,5031.327149,4825.102421,13747.472561,
GenderRecognition,0.9975442708576521,0.9967361469515621,0.9972285709157628,0.9968626792532731,1.0009612648020987,0.9985227473151832,1.0003525321258582,0.9985547179633809,16.0,20.0,19.0,20.0,15.965534176307607,19.944082304549646,18.9551837073391,19.946145297435407,37.553688,36.596872,27.171037,27.476184,
banknote,0.3497679448878741,0.248222813414933,0.30762932864367093,0.21951735964483773,0.35931175709415475,0.25703594469296176,0.31901627187701,0.22234734283458008,31.0,46.0,35.0,47.0,12.233468868028767,10.578720630977612,11.799456238303497,9.798324157379017,17.398533,18.942811,15.648799,28.633629,
liver,0.8346758791394387,0.7052468496725667,0.7280542216593481,0.7092338324890448,0.9168848313097671,1.0597340117771439,0.9280341621646764,1.2012375360300953,35.0,60.0,58.0,63.0,25.744824376051678,25.34363835629173,25.658096234338085,25.526943528325063,7.396251,316.147249,342.269103,506.574662,
magic,0.7275648697083666,0.7027965256040555,0.7069523899551329,0.7014541191007349,0.7097835870318391,0.6833769435644214,0.6878952200589108,0.6808827433299356,27.0,41.0,40.0,41.0,20.246995861440112,21.867672739956863,22.084225824263925,21.922518305942642,220.802759,203.094568,244.392113,393.260655,
adult,0.6198601561327395,0.5859838625737354,0.5838897545397,0.5737933454478659,0.625617555818587,0.5988969501305872,0.5957784939526004,0.5871183516930809,26.0,39.0,37.0,36.0,15.792752740917742,15.938772922197614,15.789469183728734,15.481724460860166,243.463646,284.391265,378.273908,663.523349,
digits5,0.40814153418276006,0.3624988328404785,0.3798683473370305,0.3662120452353713,0.38991557634562624,0.3534446004221216,0.37005938439100045,0.3550647982168797,16.0,27.0,21.0,31.0,7.179273781291737,8.526587393368615,8.468240586900428,8.438615699996465,188.086911,161.494566,144.470343,165.59687,
insurance,0.18325283196411735,0.125251043299104,0.1252510448694853,0.11437779615854267,0.16979881308874173,0.11759011687190393,0.11759012007350571,0.1116603370373224,23.2,44.8,44.8,39.2,5.095287664981748,5.7707934612675045,5.770793518424408,4.980201996428164,17.122087,46.2569514,79.9785754,116.7805408,
make_friedman1,0.06097159473590495,0.05671614087793292,0.056716136488661695,0.05357350683841646,0.06163287383977582,0.06321309607971175,0.06321309401404415,0.05960090553797034,20.0,44.4,44.4,45.6,2.1772191558994436,2.752466967960922,2.7524668349375885,2.6029809126928334,7.3036856,11.607019000000001,15.846473399999999,23.605537399999996,
make_friedman2,0.1144440445058565,0.0786055981820886,0.07860560158742214,0.06164737651450021,0.11717588604878819,0.07955431300749086,0.0795543168925634,0.06210497861046228,24.2,34.0,34.0,32.4,3.909076889380595,5.3412708964191795,5.341271021558768,4.686665387745579,30.343539600000003,62.1416096,51.3534272,124.45848660000001,
make_friedman3,0.02844692448498747,0.024578859060122756,0.024578862019256718,0.02317568910689253,0.03058746373772419,0.027921018538103172,0.02792101939896926,0.026474395006748558,27.8,41.0,41.0,39.0,1.7752964294408946,1.788372152067617,1.788372232615267,1.7155362277178654,15.5997082,35.1364162,38.394466,70.2252268,
wage,0.37415850399393535,0.3399383482734771,0.3399383491165743,0.3298988685304777,0.3761423186887246,0.38007905751338356,0.3800790436380486,0.38318094818844495,29.4,47.0,47.0,45.0,11.67564577825388,11.810739225468481,11.810739273213041,11.434485665625825,17.748969600000002,33.70406379999999,51.125366199999995,86.9865502,
Demographics,0.20624130582353742,0.20246693348496653,0.2024669319662758,0.20065370474560545,0.20870598795254666,0.2058680931815971,0.20586808888677063,0.2040118892993723,15.8,25.8,25.8,27.6,4.07427038302764,5.993406841478447,5.993406810589312,6.295602033077734,60.9384406,49.545753,50.769567800000004,81.0217724,
gdp,0.005081258050224733,0.00489617217241471,0.004896173528556838,0.0044140228224604,0.005960781311776067,0.005822101846289537,0.00581461768431303,0.005536712361374274,22.6,23.6,23.6,24.4,1.1082559905142446,1.1085421683323662,1.1085421926162138,1.101131459908292,0.7217344,0.49501380000000006,0.4272812,0.6201270000000001,
used_cars,1.3930195062088477e-09,1.1266433435619507e-09,1.1266432746746227e-09,1.0080593131343292e-09,1.5345991895473382e-09,1.242985650460164e-09,1.2429856818485657e-09,1.104759372588818e-09,30.4,41.2,41.2,37.8,3.00000003940112,3.6000000338404674,3.6000000338404665,3.6000000301116812,22.281041799999997,34.6206906,39.53758800000001,82.75340500000001,
load_diabetes,0.13254107100439527,0.12225944285683624,0.12225943596752611,0.11762531057859855,0.13998244843776114,0.14126447913012946,0.1412644733770366,0.14405968358760407,24.2,48.2,48.2,46.4,4.061023648530173,4.799185701482359,4.799185492574505,4.575387722218531,6.2427654,10.757854400000001,17.7374396,29.6568502,
boston,0.08425138997844032,0.07190101209592796,0.07190101520641498,0.06657969688155171,0.06773754516576594,0.0694790859621472,0.06947908713948206,0.06423625013522145,23.2,41.0,41.0,43.0,2.8807151338347206,3.308896017240737,3.308896117332247,3.0999664375104334,8.855909800000001,18.809732200000003,20.9858666,33.318009,
